ANO_ESTATISTICA,MES_ESTATISTICA,CIDADE,CATEGORIA_CRIME,NUM_OCORRENCIAS,LATITUDE_MEDIAN,LONGITUDE_MEDIAN,DATA
2024,5,itapira,Roubo,10,-22.4342054859999,-46.8228204,2024-05-01
2024,5,itapirapua paulista,Estupro,1,-24.5729233495,-49.1698818,2024-05-01
2024,5,itapolis,Crimes Diversos,9,-21.5963276,-48.81109,2024-05-01
2024,5,itapolis,Furto,28,-21.5963276,-48.81109,2024-05-01
2024,5,itapolis,Homicídio,1,-21.5963276,-48.81109,2024-05-01
2024,5,itapolis,Lesão Corporal,19,-21.5963276,-48.81109,2024-05-01
2024,5,itaporanga,Crimes com Armas,1,-23.7048218,-49.4827458,2024-05-01
2024,5,itaporanga,Furto,3,-23.7048218,-49.4827458,2024-05-01
2024,5,itaporanga,Lesão Corporal,10,-23.7048218,-49.4827458,2024-05-01
2024,5,itapui,Crimes Diversos,6,-22.2341212,-48.7211934979999,2024-05-01
2024,5,itapui,Crimes com Armas,1,-22.2341212,-48.7211934979999,2024-05-01
2024,5,itapui,Furto,9,-22.2341212,-48.7211934979999,2024-05-01
2024,5,itapui,Homicídio,2,-22.2341212,-48.7211934979999,2024-05-01
2024,5,itapui,Lesão Corporal,5,-22.2341212,-48.7211934979999,2024-05-01
2024,5,itapui,Roubo,1,-22.2341212,-48.7211934979999,2024-05-01
2024,5,itapura,Crimes Diversos,1,-20.6424543,-51.5089818,2024-05-01
2024,5,itapura,Furto,6,-20.6424543,-51.5089818,2024-05-01
2024,5,itapura,Lesão Corporal,5,-20.6424543,-51.5089818,2024-05-01
2024,5,itaquaquecetuba,Crimes Diversos,57,-23.4763078469999,-46.347099256,2024-05-01
2024,5,itaquaquecetuba,Crimes com Armas,1,-23.4763078469999,-46.347099256,2024-05-01
2024,5,itaquaquecetuba,Estupro,8,-23.4763078469999,-46.347099256,2024-05-01
2024,5,itaquaquecetuba,Furto,178,-23.4763078469999,-46.347099256,2024-05-01
2024,5,itaquaquecetuba,Homicídio,6,-23.4763078469999,-46.347099256,2024-05-01
2024,5,itaquaquecetuba,Lesão Corporal,104,-23.4763078469999,-46.347099256,2024-05-01
2024,5,itaquaquecetuba,Roubo,144,-23.4763078469999,-46.347099256,2024-05-01
2024,5,itarare,Crimes Diversos,11,-24.113325,-49.332214184,2024-05-01
2024,5,itarare,Estupro,2,-24.113325,-49.332214184,2024-05-01
2024,5,itarare,Furto,23,-24.113325,-49.332214184,2024-05-01
2024,5,itarare,Homicídio,1,-24.113325,-49.332214184,2024-05-01
2024,5,itarare,Lesão Corporal,36,-24.113325,-49.332214184,2024-05-01
2024,5,itarare,Roubo,2,-24.113325,-49.332214184,2024-05-01
2024,5,itariri,Furto,13,-24.2907774,-47.1745648,2024-05-01
2024,5,itariri,Lesão Corporal,4,-24.2907774,-47.1745648,2024-05-01
2024,5,itariri,Roubo,1,-24.2907774,-47.1745648,2024-05-01
2024,5,itatiba,Crimes Diversos,14,-23.00757019949995,-46.8384252,2024-05-01
2024,5,itatiba,Crimes com Armas,1,-23.00757019949995,-46.8384252,2024-05-01
2024,5,itatiba,Estupro,3,-23.00757019949995,-46.8384252,2024-05-01
2024,5,itatiba,Furto,53,-23.00757019949995,-46.8384252,2024-05-01
2024,5,itatiba,Homicídio,2,-23.00757019949995,-46.8384252,2024-05-01
2024,5,itatiba,Lesão Corporal,59,-23.00757019949995,-46.8384252,2024-05-01
2024,5,itatiba,Roubo,9,-23.00757019949995,-46.8384252,2024-05-01
2024,5,itatinga,Crimes Diversos,3,-23.1039377,-48.6117374,2024-05-01
2024,5,itatinga,Estupro,1,-23.1039377,-48.6117374,2024-05-01
2024,5,itatinga,Furto,9,-23.1039377,-48.6117374,2024-05-01
2024,5,itatinga,Lesão Corporal,4,-23.1039377,-48.6117374,2024-05-01
2024,5,itatinga,Roubo,2,-23.1039377,-48.6117374,2024-05-01
2024,5,itirapina,Crimes Diversos,1,-22.2559774,-47.8154903,2024-05-01
2024,5,itirapina,Furto,18,-22.2559774,-47.8154903,2024-05-01
2024,5,itirapina,Lesão Corporal,12,-22.2559774,-47.8154903,2024-05-01
2024,5,itirapua,Furto,8,-20.6420619,-47.2200108,2024-05-01
2024,5,itirapua,Lesão Corporal,4,-20.6420619,-47.2200108,2024-05-01
2024,5,itirapua,Roubo,1,-20.6420619,-47.2200108,2024-05-01
2024,5,itobi,Crimes Diversos,2,-21.73486873049995,-46.9719558,2024-05-01
2024,5,itobi,Estupro,2,-21.73486873049995,-46.9719558,2024-05-01
2024,5,itobi,Furto,5,-21.73486873049995,-46.9719558,2024-05-01
2024,5,itobi,Lesão Corporal,3,-21.73486873049995,-46.9719558,2024-05-01
2024,5,itu,Crimes Diversos,16,-23.2835216,-47.308301146000005,2024-05-01
2024,5,itu,Crimes com Armas,2,-23.2835216,-47.308301146000005,2024-05-01
2024,5,itu,Estupro,10,-23.2835216,-47.308301146000005,2024-05-01
2024,5,itu,Furto,60,-23.2835216,-47.308301146000005,2024-05-01
2024,5,itu,Homicídio,5,-23.2835216,-47.308301146000005,2024-05-01
2024,5,itu,Lesão Corporal,43,-23.2835216,-47.308301146000005,2024-05-01
2024,5,itu,Roubo,13,-23.2835216,-47.308301146000005,2024-05-01
2024,5,itupeva,Crimes Diversos,6,-23.1558391,-47.0565393,2024-05-01
2024,5,itupeva,Estupro,3,-23.1558391,-47.0565393,2024-05-01
2024,5,itupeva,Furto,30,-23.1558391,-47.0565393,2024-05-01
2024,5,itupeva,Homicídio,1,-23.1558391,-47.0565393,2024-05-01
2024,5,itupeva,Lesão Corporal,35,-23.1558391,-47.0565393,2024-05-01
2024,5,itupeva,Roubo,8,-23.1558391,-47.0565393,2024-05-01
2024,5,ituverava,Crimes Diversos,24,-20.3358968,-47.790830773,2024-05-01
2024,5,ituverava,Crimes com Armas,2,-20.3358968,-47.790830773,2024-05-01
2024,5,ituverava,Furto,50,-20.3358968,-47.790830773,2024-05-01
2024,5,ituverava,Lesão Corporal,19,-20.3358968,-47.790830773,2024-05-01
2024,5,ituverava,Roubo,4,-20.3358968,-47.790830773,2024-05-01
2024,5,jaborandi,Crimes Diversos,1,-20.6883713,-48.4142878,2024-05-01
2024,5,jaboticabal,Crimes Diversos,12,-21.255903955,-48.320941643669954,2024-05-01
2024,5,jaboticabal,Crimes com Armas,1,-21.255903955,-48.320941643669954,2024-05-01
2024,5,jaboticabal,Estupro,2,-21.255903955,-48.320941643669954,2024-05-01
2024,5,jaboticabal,Furto,46,-21.255903955,-48.320941643669954,2024-05-01
2024,5,jaboticabal,Homicídio,2,-21.255903955,-48.320941643669954,2024-05-01
2024,5,jaboticabal,Lesão Corporal,21,-21.255903955,-48.320941643669954,2024-05-01
2024,5,jaboticabal,Roubo,10,-21.255903955,-48.320941643669954,2024-05-01
2024,5,jacarei,Crimes Diversos,29,-23.302979598,-45.9657250783027,2024-05-01
2024,5,jacarei,Crimes com Armas,7,-23.302979598,-45.9657250783027,2024-05-01
2024,5,jacarei,Estupro,8,-23.302979598,-45.9657250783027,2024-05-01
2024,5,jacarei,Furto,177,-23.302979598,-45.9657250783027,2024-05-01
2024,5,jacarei,Homicídio,4,-23.302979598,-45.9657250783027,2024-05-01
2024,5,jacarei,Lesão Corporal,92,-23.302979598,-45.9657250783027,2024-05-01
2024,5,jacarei,Roubo,32,-23.302979598,-45.9657250783027,2024-05-01
2024,5,jaci,Crimes Diversos,2,-20.8834090915,-49.57110405,2024-05-01
2024,5,jaci,Furto,1,-20.8834090915,-49.57110405,2024-05-01
2024,5,jaci,Homicídio,1,-20.8834090915,-49.57110405,2024-05-01
2024,5,jaci,Lesão Corporal,6,-20.8834090915,-49.57110405,2024-05-01
2024,5,jacupiranga,Crimes Diversos,1,-24.695225999999998,-48.003709232999995,2024-05-01
2024,5,jacupiranga,Crimes com Armas,1,-24.695225999999998,-48.003709232999995,2024-05-01
2024,5,jacupiranga,Estupro,1,-24.695225999999998,-48.003709232999995,2024-05-01
2024,5,jacupiranga,Furto,7,-24.695225999999998,-48.003709232999995,2024-05-01
2024,5,jacupiranga,Homicídio,1,-24.695225999999998,-48.003709232999995,2024-05-01
2024,5,jacupiranga,Lesão Corporal,4,-24.695225999999998,-48.003709232999995,2024-05-01
2024,5,jacupiranga,Roubo,1,-24.695225999999998,-48.003709232999995,2024-05-01
2024,5,jaguariuna,Crimes Diversos,5,-22.7042274,-46.9848946,2024-05-01
2024,5,jaguariuna,Crimes com Armas,1,-22.7042274,-46.9848946,2024-05-01
2024,5,jaguariuna,Estupro,1,-22.7042274,-46.9848946,2024-05-01
2024,5,jaguariuna,Furto,31,-22.7042274,-46.9848946,2024-05-01
2024,5,jaguariuna,Homicídio,1,-22.7042274,-46.9848946,2024-05-01
2024,5,jaguariuna,Lesão Corporal,25,-22.7042274,-46.9848946,2024-05-01
2024,5,jaguariuna,Roubo,8,-22.7042274,-46.9848946,2024-05-01
2024,5,jales,Crimes Diversos,16,-20.2686874,-50.5490441,2024-05-01
2024,5,jales,Crimes com Armas,1,-20.2686874,-50.5490441,2024-05-01
2024,5,jales,Estupro,3,-20.2686874,-50.5490441,2024-05-01
2024,5,jales,Furto,42,-20.2686874,-50.5490441,2024-05-01
2024,5,jales,Homicídio,1,-20.2686874,-50.5490441,2024-05-01
2024,5,jales,Lesão Corporal,50,-20.2686874,-50.5490441,2024-05-01
2024,5,jales,Roubo,1,-20.2686874,-50.5490441,2024-05-01
2024,5,jambeiro,Estupro,1,-23.2554949,-45.694173625,2024-05-01
2024,5,jambeiro,Furto,1,-23.2554949,-45.694173625,2024-05-01
2024,5,jambeiro,Lesão Corporal,2,-23.2554949,-45.694173625,2024-05-01
2024,5,jandira,Crimes Diversos,3,-23.5347994,-46.903900087,2024-05-01
2024,5,jandira,Estupro,3,-23.5347994,-46.903900087,2024-05-01
2024,5,jandira,Furto,64,-23.5347994,-46.903900087,2024-05-01
2024,5,jandira,Lesão Corporal,52,-23.5347994,-46.903900087,2024-05-01
2024,5,jandira,Roubo,20,-23.5347994,-46.903900087,2024-05-01
2024,5,jardinopolis,Crimes Diversos,17,-21.01922192049995,-47.8822604,2024-05-01
2024,5,jardinopolis,Crimes com Armas,3,-21.01922192049995,-47.8822604,2024-05-01
2024,5,jardinopolis,Estupro,1,-21.01922192049995,-47.8822604,2024-05-01
2024,5,jardinopolis,Furto,23,-21.01922192049995,-47.8822604,2024-05-01
2024,5,jardinopolis,Homicídio,1,-21.01922192049995,-47.8822604,2024-05-01
2024,5,jardinopolis,Lesão Corporal,13,-21.01922192049995,-47.8822604,2024-05-01
2024,5,jardinopolis,Roubo,9,-21.01922192049995,-47.8822604,2024-05-01
2024,5,jarinu,Crimes Diversos,5,-23.1024842,-46.7276406,2024-05-01
2024,5,jarinu,Estupro,4,-23.1024842,-46.7276406,2024-05-01
2024,5,jarinu,Furto,17,-23.1024842,-46.7276406,2024-05-01
2024,5,jarinu,Homicídio,1,-23.1024842,-46.7276406,2024-05-01
2024,5,jarinu,Lesão Corporal,16,-23.1024842,-46.7276406,2024-05-01
2024,5,jarinu,Roubo,4,-23.1024842,-46.7276406,2024-05-01
2024,5,jau,Crimes Diversos,26,-22.294504627,-48.5586965193599,2024-05-01
2024,5,jau,Crimes com Armas,1,-22.294504627,-48.5586965193599,2024-05-01
2024,5,jau,Estupro,5,-22.294504627,-48.5586965193599,2024-05-01
2024,5,jau,Furto,135,-22.294504627,-48.5586965193599,2024-05-01
2024,5,jau,Lesão Corporal,64,-22.294504627,-48.5586965193599,2024-05-01
2024,5,jau,Roubo,9,-22.294504627,-48.5586965193599,2024-05-01
2024,5,jeriquara,Crimes Diversos,4,-20.3105035,-47.5899347,2024-05-01
2024,5,jeriquara,Crimes com Armas,2,-20.3105035,-47.5899347,2024-05-01
2024,5,jeriquara,Furto,3,-20.3105035,-47.5899347,2024-05-01
2024,5,joanopolis,Crimes Diversos,3,-22.9306861,-46.2725719,2024-05-01
2024,5,joanopolis,Furto,7,-22.9306861,-46.2725719,2024-05-01
2024,5,joanopolis,Lesão Corporal,7,-22.9306861,-46.2725719,2024-05-01
2024,5,joao ramalho,Furto,1,-22.2491208,-50.7673352,2024-05-01
2024,5,joao ramalho,Lesão Corporal,3,-22.2491208,-50.7673352,2024-05-01
2024,5,jose bonifacio,Crimes Diversos,5,-21.0548524,-49.67972129,2024-05-01
2024,5,jose bonifacio,Furto,23,-21.0548524,-49.67972129,2024-05-01
2024,5,jose bonifacio,Lesão Corporal,25,-21.0548524,-49.67972129,2024-05-01
2024,5,jose bonifacio,Roubo,5,-21.0548524,-49.67972129,2024-05-01
2024,5,julio mesquita,Furto,2,-22.009664292,-49.788484432000004,2024-05-01
2024,5,julio mesquita,Lesão Corporal,1,-22.009664292,-49.788484432000004,2024-05-01
2024,5,jumirim,Crimes Diversos,1,-23.08443735,-47.791006,2024-05-01
2024,5,jumirim,Furto,3,-23.08443735,-47.791006,2024-05-01
2024,5,jumirim,Lesão Corporal,3,-23.08443735,-47.791006,2024-05-01
2024,5,jundiai,Crimes Diversos,53,-23.1850071599999,-46.8872953329999,2024-05-01
2024,5,jundiai,Crimes com Armas,6,-23.1850071599999,-46.8872953329999,2024-05-01
2024,5,jundiai,Estelionato,1,-23.1850071599999,-46.8872953329999,2024-05-01
2024,5,jundiai,Estupro,1,-23.1850071599999,-46.8872953329999,2024-05-01
2024,5,jundiai,Furto,392,-23.1850071599999,-46.8872953329999,2024-05-01
2024,5,jundiai,Homicídio,5,-23.1850071599999,-46.8872953329999,2024-05-01
2024,5,jundiai,Lesão Corporal,120,-23.1850071599999,-46.8872953329999,2024-05-01
2024,5,jundiai,Roubo,68,-23.1850071599999,-46.8872953329999,2024-05-01
2024,5,junqueiropolis,Crimes Diversos,3,-21.5101659,-51.4373487,2024-05-01
2024,5,junqueiropolis,Estupro,1,-21.5101659,-51.4373487,2024-05-01
2024,5,junqueiropolis,Furto,11,-21.5101659,-51.4373487,2024-05-01
2024,5,junqueiropolis,Lesão Corporal,14,-21.5101659,-51.4373487,2024-05-01
2024,5,junqueiropolis,Roubo,1,-21.5101659,-51.4373487,2024-05-01
2024,5,juquia,Crimes com Armas,1,-24.3185218,-47.6351689,2024-05-01
2024,5,juquia,Estupro,1,-24.3185218,-47.6351689,2024-05-01
2024,5,juquia,Furto,19,-24.3185218,-47.6351689,2024-05-01
2024,5,juquia,Homicídio,1,-24.3185218,-47.6351689,2024-05-01
2024,5,juquia,Lesão Corporal,11,-24.3185218,-47.6351689,2024-05-01
2024,5,juquia,Roubo,2,-24.3185218,-47.6351689,2024-05-01
2024,5,juquitiba,Crimes Diversos,1,-23.934798762,-47.069973149999996,2024-05-01
2024,5,juquitiba,Crimes com Armas,1,-23.934798762,-47.069973149999996,2024-05-01
2024,5,juquitiba,Estupro,4,-23.934798762,-47.069973149999996,2024-05-01
2024,5,juquitiba,Furto,35,-23.934798762,-47.069973149999996,2024-05-01
2024,5,juquitiba,Homicídio,2,-23.934798762,-47.069973149999996,2024-05-01
2024,5,juquitiba,Lesão Corporal,15,-23.934798762,-47.069973149999996,2024-05-01
2024,5,juquitiba,Roubo,5,-23.934798762,-47.069973149999996,2024-05-01
2024,5,lagoinha,Crimes com Armas,1,-23.08983546,-45.1906398736128,2024-05-01
2024,5,lagoinha,Homicídio,1,-23.08983546,-45.1906398736128,2024-05-01
2024,5,lagoinha,Lesão Corporal,2,-23.08983546,-45.1906398736128,2024-05-01
2024,5,laranjal paulista,Crimes Diversos,8,-23.0508797,-47.8366464,2024-05-01
2024,5,laranjal paulista,Crimes com Armas,1,-23.0508797,-47.8366464,2024-05-01
2024,5,laranjal paulista,Estupro,1,-23.0508797,-47.8366464,2024-05-01
2024,5,laranjal paulista,Furto,17,-23.0508797,-47.8366464,2024-05-01
2024,5,laranjal paulista,Homicídio,2,-23.0508797,-47.8366464,2024-05-01
2024,5,laranjal paulista,Lesão Corporal,13,-23.0508797,-47.8366464,2024-05-01
2024,5,laranjal paulista,Roubo,2,-23.0508797,-47.8366464,2024-05-01
2024,5,lavinia,Crimes Diversos,6,-21.1655822,-51.0428471,2024-05-01
2024,5,lavinia,Lesão Corporal,4,-21.1655822,-51.0428471,2024-05-01
2024,5,lavrinhas,Crimes Diversos,2,-22.564117702,-44.9059855,2024-05-01
2024,5,lavrinhas,Furto,2,-22.564117702,-44.9059855,2024-05-01
2024,5,lavrinhas,Lesão Corporal,3,-22.564117702,-44.9059855,2024-05-01
2024,5,leme,Crimes Diversos,36,-22.1889447,-47.38370538,2024-05-01
2024,5,leme,Estupro,2,-22.1889447,-47.38370538,2024-05-01
2024,5,leme,Furto,45,-22.1889447,-47.38370538,2024-05-01
2024,5,leme,Homicídio,3,-22.1889447,-47.38370538,2024-05-01
2024,5,leme,Lesão Corporal,52,-22.1889447,-47.38370538,2024-05-01
2024,5,leme,Roubo,6,-22.1889447,-47.38370538,2024-05-01
2024,5,lencois paulista,Crimes Diversos,12,-22.5989119,-48.7960343086875,2024-05-01
2024,5,lencois paulista,Estupro,1,-22.5989119,-48.7960343086875,2024-05-01
2024,5,lencois paulista,Furto,37,-22.5989119,-48.7960343086875,2024-05-01
2024,5,lencois paulista,Homicídio,2,-22.5989119,-48.7960343086875,2024-05-01
2024,5,lencois paulista,Lesão Corporal,43,-22.5989119,-48.7960343086875,2024-05-01
2024,5,lencois paulista,Roubo,2,-22.5989119,-48.7960343086875,2024-05-01
2024,5,limeira,Crimes Diversos,41,-22.5689954269999,-47.4045841,2024-05-01
2024,5,limeira,Crimes com Armas,2,-22.5689954269999,-47.4045841,2024-05-01
2024,5,limeira,Estupro,4,-22.5689954269999,-47.4045841,2024-05-01
2024,5,limeira,Furto,272,-22.5689954269999,-47.4045841,2024-05-01
2024,5,limeira,Homicídio,8,-22.5689954269999,-47.4045841,2024-05-01
2024,5,limeira,Lesão Corporal,101,-22.5689954269999,-47.4045841,2024-05-01
2024,5,limeira,Roubo,56,-22.5689954269999,-47.4045841,2024-05-01
2024,5,lindoia,Crimes Diversos,4,-22.5225003,-46.6477059,2024-05-01
2024,5,lindoia,Crimes com Armas,1,-22.5225003,-46.6477059,2024-05-01
2024,5,lindoia,Furto,4,-22.5225003,-46.6477059,2024-05-01
2024,5,lindoia,Lesão Corporal,4,-22.5225003,-46.6477059,2024-05-01
2024,5,lins,Crimes Diversos,10,-21.67310074,-49.748138291,2024-05-01
2024,5,lins,Crimes com Armas,1,-21.67310074,-49.748138291,2024-05-01
2024,5,lins,Estupro,4,-21.67310074,-49.748138291,2024-05-01
2024,5,lins,Furto,79,-21.67310074,-49.748138291,2024-05-01
2024,5,lins,Homicídio,1,-21.67310074,-49.748138291,2024-05-01
2024,5,lins,Lesão Corporal,60,-21.67310074,-49.748138291,2024-05-01
2024,5,lins,Roubo,4,-21.67310074,-49.748138291,2024-05-01
2024,5,lorena,Crimes Diversos,13,-22.738560809,-45.121001985,2024-05-01
2024,5,lorena,Crimes com Armas,1,-22.738560809,-45.121001985,2024-05-01
2024,5,lorena,Estupro,1,-22.738560809,-45.121001985,2024-05-01
2024,5,lorena,Furto,48,-22.738560809,-45.121001985,2024-05-01
2024,5,lorena,Homicídio,2,-22.738560809,-45.121001985,2024-05-01
2024,5,lorena,Lesão Corporal,33,-22.738560809,-45.121001985,2024-05-01
2024,5,lorena,Roubo,10,-22.738560809,-45.121001985,2024-05-01
2024,5,lourdes,Furto,1,-20.9676909,-50.2261518,2024-05-01
2024,5,louveira,Crimes Diversos,7,-23.0886664,-46.968339589,2024-05-01
2024,5,louveira,Estupro,4,-23.0886664,-46.968339589,2024-05-01
2024,5,louveira,Furto,11,-23.0886664,-46.968339589,2024-05-01
2024,5,louveira,Lesão Corporal,26,-23.0886664,-46.968339589,2024-05-01
2024,5,louveira,Roubo,2,-23.0886664,-46.968339589,2024-05-01
2024,5,lucelia,Crimes Diversos,4,-21.717478489,-51.011568859,2024-05-01
2024,5,lucelia,Estupro,1,-21.717478489,-51.011568859,2024-05-01
2024,5,lucelia,Furto,16,-21.717478489,-51.011568859,2024-05-01
2024,5,lucelia,Lesão Corporal,13,-21.717478489,-51.011568859,2024-05-01
2024,5,lucelia,Roubo,2,-21.717478489,-51.011568859,2024-05-01
2024,5,lucianopolis,Furto,3,-22.4321708,-49.523279599999995,2024-05-01
2024,5,lucianopolis,Lesão Corporal,1,-22.4321708,-49.523279599999995,2024-05-01
2024,5,luis antonio,Crimes Diversos,3,-21.552983382999948,-47.7010916667857,2024-05-01
2024,5,luis antonio,Estupro,1,-21.552983382999948,-47.7010916667857,2024-05-01
2024,5,luis antonio,Furto,7,-21.552983382999948,-47.7010916667857,2024-05-01
2024,5,luis antonio,Lesão Corporal,5,-21.552983382999948,-47.7010916667857,2024-05-01
2024,5,luis antonio,Roubo,1,-21.552983382999948,-47.7010916667857,2024-05-01
2024,5,luiziania,Furto,3,-21.6743784,-50.3295095,2024-05-01
2024,5,luiziania,Lesão Corporal,1,-21.6743784,-50.3295095,2024-05-01
2024,5,luiziania,Roubo,1,-21.6743784,-50.3295095,2024-05-01
2024,5,lupercio,Furto,4,-22.4149445539999,-49.81727862,2024-05-01
2024,5,lupercio,Lesão Corporal,1,-22.4149445539999,-49.81727862,2024-05-01
2024,5,lutecia,Furto,1,-22.3390828,-50.3919342,2024-05-01
2024,5,macatuba,Crimes Diversos,2,-22.504198,-48.71221,2024-05-01
2024,5,macatuba,Furto,6,-22.504198,-48.71221,2024-05-01
2024,5,macatuba,Lesão Corporal,6,-22.504198,-48.71221,2024-05-01
2024,5,macaubal,Crimes Diversos,1,-20.8041653,-49.9646532689999,2024-05-01
2024,5,macaubal,Furto,1,-20.8041653,-49.9646532689999,2024-05-01
2024,5,macaubal,Lesão Corporal,1,-20.8041653,-49.9646532689999,2024-05-01
2024,5,macedonia,Furto,1,-20.1454828,-50.1927612,2024-05-01
2024,5,magda,Furto,1,-20.6441641,-50.2258439,2024-05-01
2024,5,magda,Lesão Corporal,3,-20.6441641,-50.2258439,2024-05-01
2024,5,mairinque,Crimes Diversos,7,-23.5451019,-47.1902389,2024-05-01
2024,5,mairinque,Estupro,2,-23.5451019,-47.1902389,2024-05-01
2024,5,mairinque,Furto,24,-23.5451019,-47.1902389,2024-05-01
2024,5,mairinque,Homicídio,3,-23.5451019,-47.1902389,2024-05-01
2024,5,mairinque,Lesão Corporal,16,-23.5451019,-47.1902389,2024-05-01
2024,5,mairinque,Roubo,5,-23.5451019,-47.1902389,2024-05-01
2024,5,mairipora,Crimes Diversos,8,-23.3183571,-46.5857876,2024-05-01
2024,5,mairipora,Estupro,3,-23.3183571,-46.5857876,2024-05-01
2024,5,mairipora,Furto,33,-23.3183571,-46.5857876,2024-05-01
2024,5,mairipora,Homicídio,4,-23.3183571,-46.5857876,2024-05-01
2024,5,mairipora,Lesão Corporal,30,-23.3183571,-46.5857876,2024-05-01
2024,5,mairipora,Roubo,23,-23.3183571,-46.5857876,2024-05-01
2024,5,manduri,Crimes Diversos,3,-23.0037165,-49.3192885,2024-05-01
2024,5,manduri,Estupro,1,-23.0037165,-49.3192885,2024-05-01
2024,5,manduri,Furto,2,-23.0037165,-49.3192885,2024-05-01
2024,5,manduri,Lesão Corporal,3,-23.0037165,-49.3192885,2024-05-01
2024,5,maraba paulista,Crimes Diversos,1,-22.11852799,-51.9658574,2024-05-01
2024,5,maraba paulista,Furto,1,-22.11852799,-51.9658574,2024-05-01
2024,5,maraba paulista,Lesão Corporal,1,-22.11852799,-51.9658574,2024-05-01
2024,5,maracai,Crimes Diversos,1,-22.6154961,-50.6690459279999,2024-05-01
2024,5,maracai,Estupro,1,-22.6154961,-50.6690459279999,2024-05-01
2024,5,maracai,Furto,3,-22.6154961,-50.6690459279999,2024-05-01
2024,5,maracai,Homicídio,1,-22.6154961,-50.6690459279999,2024-05-01
2024,5,maracai,Lesão Corporal,6,-22.6154961,-50.6690459279999,2024-05-01
2024,5,mariapolis,Furto,1,-21.7982983,-51.18277457,2024-05-01
2024,5,marilia,Crimes Diversos,37,-22.2178467969999,-49.9509086,2024-05-01
2024,5,marilia,Crimes com Armas,3,-22.2178467969999,-49.9509086,2024-05-01
2024,5,marilia,Estupro,12,-22.2178467969999,-49.9509086,2024-05-01
2024,5,marilia,Furto,189,-22.2178467969999,-49.9509086,2024-05-01
2024,5,marilia,Homicídio,6,-22.2178467969999,-49.9509086,2024-05-01
2024,5,marilia,Lesão Corporal,139,-22.2178467969999,-49.9509086,2024-05-01
2024,5,marilia,Roubo,13,-22.2178467969999,-49.9509086,2024-05-01
2024,5,marinopolis,Furto,1,-20.4405309,-50.824345,2024-05-01
2024,5,martinopolis,Crimes Diversos,4,-22.1468812,-51.1376317,2024-05-01
2024,5,martinopolis,Crimes com Armas,1,-22.1468812,-51.1376317,2024-05-01
2024,5,martinopolis,Estupro,2,-22.1468812,-51.1376317,2024-05-01
2024,5,martinopolis,Furto,22,-22.1468812,-51.1376317,2024-05-01
2024,5,martinopolis,Homicídio,1,-22.1468812,-51.1376317,2024-05-01
2024,5,martinopolis,Lesão Corporal,32,-22.1468812,-51.1376317,2024-05-01
2024,5,matao,Crimes Diversos,6,-21.6026999269999,-48.361685974,2024-05-01
2024,5,matao,Estupro,1,-21.6026999269999,-48.361685974,2024-05-01
2024,5,matao,Furto,40,-21.6026999269999,-48.361685974,2024-05-01
2024,5,matao,Homicídio,1,-21.6026999269999,-48.361685974,2024-05-01
2024,5,matao,Lesão Corporal,20,-21.6026999269999,-48.361685974,2024-05-01
2024,5,matao,Roubo,8,-21.6026999269999,-48.361685974,2024-05-01
2024,5,maua,Crimes Diversos,13,-23.6665009509999,-46.4536680319999,2024-05-01
2024,5,maua,Crimes com Armas,2,-23.6665009509999,-46.4536680319999,2024-05-01
2024,5,maua,Estupro,7,-23.6665009509999,-46.4536680319999,2024-05-01
2024,5,maua,Furto,357,-23.6665009509999,-46.4536680319999,2024-05-01
2024,5,maua,Homicídio,9,-23.6665009509999,-46.4536680319999,2024-05-01
2024,5,maua,Lesão Corporal,132,-23.6665009509999,-46.4536680319999,2024-05-01
2024,5,maua,Roubo,200,-23.6665009509999,-46.4536680319999,2024-05-01
2024,5,mendonca,Furto,5,-21.1832952,-49.5798239,2024-05-01
2024,5,mendonca,Lesão Corporal,3,-21.1832952,-49.5798239,2024-05-01
2024,5,meridiano,Furto,2,-20.35601413,-50.1734185,2024-05-01
2024,5,meridiano,Lesão Corporal,1,-20.35601413,-50.1734185,2024-05-01
2024,5,mesopolis,Crimes com Armas,1,-19.9670882,-50.6216036,2024-05-01
2024,5,mesopolis,Lesão Corporal,3,-19.9670882,-50.6216036,2024-05-01
2024,5,miguelopolis,Crimes Diversos,11,-20.1800039,-48.030995,2024-05-01
2024,5,miguelopolis,Estupro,1,-20.1800039,-48.030995,2024-05-01
2024,5,miguelopolis,Furto,17,-20.1800039,-48.030995,2024-05-01
2024,5,miguelopolis,Lesão Corporal,6,-20.1800039,-48.030995,2024-05-01
2024,5,miguelopolis,Roubo,3,-20.1800039,-48.030995,2024-05-01
2024,5,mineiros do tiete,Crimes Diversos,1,-22.4111866,-48.4508285,2024-05-01
2024,5,mineiros do tiete,Crimes com Armas,2,-22.4111866,-48.4508285,2024-05-01
2024,5,mineiros do tiete,Furto,1,-22.4111866,-48.4508285,2024-05-01
2024,5,mineiros do tiete,Lesão Corporal,6,-22.4111866,-48.4508285,2024-05-01
2024,5,mira estrela,Estupro,1,-19.9801046,-50.137255,2024-05-01
2024,5,miracatu,Crimes Diversos,8,-24.2836591,-47.4526631,2024-05-01
2024,5,miracatu,Estupro,1,-24.2836591,-47.4526631,2024-05-01
2024,5,miracatu,Furto,19,-24.2836591,-47.4526631,2024-05-01
2024,5,miracatu,Homicídio,1,-24.2836591,-47.4526631,2024-05-01
